city,branch_name,address,latitude,longitude
Malabon,Malabon Gen. Luna,"254 General Luna St, Brgy. Concepcion, Malabon City",14.6679713,120.9477866
Malabon,Malabon Panghulo,"167 M.H. Del Pilar St., Santulan, Brgy. Panghulo, Malabon City",14.6873214,120.9571208
Malabon,Malabon-San Bartolome,"29 Rizal Avenue Extension, Brgy. Tanong, Malabon City 1470",14.6582763,120.9520253
Malabon,Malabon - Gov Pascual,"131 Governor Pascual Avenue, Barangay Acacia, Malabon City 1474",14.6695894,120.9707295
Pasig,Ayala Malls Feliz,"Ayala Malls Feliz, J.P. Rizal Street corner Marcos Highway, Dela Paz, Pasig City 1600",14.6197927,121.0932609
Pasig,Pasig Ortigas,"Unit 102 Avantgarde Residences Meralco Avenue Ortigas Ctr. Brgy. San Antonio, Pasig City 1600",14.583523,121.0633313
Pasig,Julia Vargas,"G/F Antel Global Corporate Center, Julia Vargas, Brgy. San Antonio, Ortigas Center, Pasig City 1605",14.5839852,121.0629362
Pasig,Meralco,"G/F Technical Services Bldg., Meralco Compound, Ortigas Avenue, Brgy. Ugong, Pasig City 1605",14.5898318,121.0615721
Pasig,Ortigas San Miguel,"G/F OAC Bldg., 27 San Miguel Ave., Ortigas Center, Brgy. San Antonio, Pasig City 1605",14.5812582,121.0599025
Pasig,Ortigas Tektite,"5F West Tower, Tektite Towers, Exchange Road, Brgy. San Antonio, Ortigas Center, Pasig 1605",14.5824779,121.0613688
Pasig,Robinson's Tower Ortigas,"G/F Robinsons Equitable Tower, # 4 ADB cor Poveda Ave., Brgy. San Antonio, Ortigas Center, Pasig City 1605",14.5896874,121.0598052
Pasig,Ortigas Sapphire,"Unit D, GF, Suntree Tower, No. 27 Sapphire Road, Brgy. San Antonio, Ortigas Center, Pasig City 1605",14.5858778,121.0636126
Pasig,Ayala Malls The 30Th,"L0064-L0065 Lower G/F Ayala Malls the 30th 30 Meralco Avenue, Barangay Ugong, Pasig City 1604",14.580747,121.0640597
Pasig,Capitol Commons,"Unit B1 052-054 Estancia Mall, Capitol Commons, Shaw Blvd Cor Meralco Ave., Brgy. Oranbo, Pasig City 1600",14.5763396,121.0631469
Pasig,F. Ortigas Jr. Road,"Ground Flr, Agustin 1 Bldg, F. Ortigas Jr. Road (formerly Emerald Ave.), Barangay San Antonio, Ortigas Center, Pasig City 1600",14.5852723,121.061324
Pasig,Rockwell Ortigas,"Unit N-11 Ground Floor Tower 2. The Rockwell Business Center, Brgy. Ugong, Ortigas Avenue, Pasig City 1605",14.5901484,121.0679744
Pasig,Ortigas Emerald,"Unit 101 G/F Jollibee Plaza Condominium, F. Ortigas Jr. Road, Brgy. San Antonio, Ortigas Center, Pasig City 1605",14.5877774,121.061324
Pasig,Rockwell the Grove,"GF-RS-110-111, The Grove by Rockwell, E. Rodriguez Jr. Ave, Ugong, Pasig City 1604",14.5856768,121.0813314
Pasig,Pasig Blvd,"JNCV Bldg. Pasig Blvd.  cor Rosemary Lane, Brgy. Kapitolyo, Pasig City 1603",14.567849,121.065912
Pasig,Pasig Market Avenue Ext.,"1439 M. Suarez Avenue, Brgy San. Miguel, Pasig City 1600",14.569137,121.0864452
Pasig,Pioneer Centre,"8006 Pioneer St., cor Brixton and United Sts. Brgy Kapitolyo Pasig City 1603",14.5733656,121.0573349
Pasig,Pasig Amang Rodriguez,"Beside Caltex Gas Station, cor Amang Rodriguez Avenue and Octagon Street Dela Paz Pasig City",14.6094801,121.0919136
Pasig,Pasig C. Raymundo,"Lot 1, Blk 3, #9 C.   Raymundo Avenue, Brgy. Maybunga, Pasig City 1607",14.5894679,121.0893993
Pasig,Pasig Buting,"Anvic Bldg, 99-A San Guillermo Ave., Brgy. Buting, Pasig City 1601",14.5536055,121.0695186
Pasig,Pasig Rosario,"Solid Lumber Bldg. 51 Ortigas Ave Extension, Brgy. Rosario, Pasig 1609",14.5898318,121.0615721
Pasig,Pasig-E. Rodriguez Ave.,"22 E. Rodriguez Jr. Ave., Brgy. Bagong Ilog, Pasig City 1600",14.5675615,121.0709297
Pasig,Pasig Capitolyo,"61 Shaw Boulevard, Brgy Kapitolyo, Pasig City 1603",14.5734888,121.0622599
Pasig,Pasig,"Pasig Blvd Extension, Brgy. Caniogan, Pasig City 1600",14.5660661,121.075032
Pasig,Pasig Mabini,"32 A. Mabini St., Barangay Kapasigan, Pasig City 1600",14.5629827,121.0760923
Pinas,Zapote,"Real St., Zapote Junction, Brgy. Zapote, Las Pinas City 1742",14.4649135,120.9684084
Pinas,Pilar Village Las Pinas,"27 Rose Avenue, Pilar Village, Barangay Pilar Village, Las Pinas City 1740",14.4265466,121.0115298
Pinas,Almanza,"G/F D'Marrchs Bldg,  Alabang - Zapote Road, Brgy Almanza Uno, Las Pinas City 1750",14.4399379,121.0011046
Pinas,Las Pinas Citadella,"Unit 1B Fenina Bldg., 6750 CAA Road corner Cittadella Village, Brgy. Pulang Lupa Dos, Las Pinas City 1742",14.4565046,120.9943088
Pinas,Las Pinas Pamplona Tres,"Real St., Alabang Zapote Road, Brgy Pamplona Tres, Las Pinas City 1740",14.4279493,121.0221945
Las Pinas,BF Resort Las Pinas,"BF Resort Drive cor. Gloria Diaz St., BF Resort Village, Barangay Talon Dos, Las Pinas 1747",14.4435579,120.9928584
Pinas,Las Pinas,"Real St. cor. Gemini St., Brgy Pamplona Dos, Las Pinas City 1740",14.462505,120.9612368
Pinas,SM Southmall,"Upper Ground Floor, SM Southmall, Alabang Zapote Road, Brgy Almanza Uno, Las Pinas City 1750",14.4332614,121.0105665
Valenzuela,Marulas,"KM 11, Mac Arthur Highway, Brgy. Marulas, Valenzuela City 1440",14.674833,120.981577
Valenzuela,Paso De Blas,ESA Bldg. 491 Paso de Blas Road Valenzuela City,14.7052091,120.9887581
Valenzuela,Valenzuela,"McArthur Highway cor. Daez St., Brgy. Karuhatan, Valenzuela City 1440",14.688959,120.9745191
Valenzuela,Valenzuela Malinta,"315 Mc Arthur Highway, Brgy. Malinta, Valenzuela City 1440",14.6931784,120.967489
Valenzuela,Valenzuela Dalandanan,"54 McArthur Highway, Brgy. Dalandanan, Valenzuela City",14.6995625,120.9627587
Taguig,Fort Serendra,"G/F Serendra Retail  Area,  Bonifacio Global,  Taguig City 1634",14.5495296,121.0541573
Global,One Global Place,"Unit 102 G/F, One Global Place, 5th Avenue cor 25th Street, Bonifacio Global City, Brgy. Fort Bonifacio, Taguig City 1634",14.5483648,121.0470385
Global,Market Market,"Ground Floor Market Market, Bonifacio Global City, Brgy. Fort Bonifacio, Taguig City",14.5502545,121.0561214
Global,W5Th Avenue BGC,"GF W Fifth Avenue Bldg., 5th Avenue, Bonifacio Global City, Brgy. Fort Bonifacio, Taguig 1634",14.5532885,121.0488287
Global,Infinity,"Unit 102 The Infinity Tower, 26th Street, Bonifacio Global City, Brgy. Fort Bonifacio, Taguig 1634",14.5472085,121.0513889
Global,Globe BGC,"19/F THE GLOBE TOWER, 32nd St. corner 7th  Avenue, Bonifacio Global City, Brgy. Fort Bonifacio, Taguig City",14.5532937,121.0500636
Global,PSE The Fort,"Units 511 & 512, 5th Floor Philippine Stock Exchange, One Bonifacio High Street, 28th Street corner 5th Avenue, Bonifacio Global City, Fort Bonifacio, Taguig City",14.5511952,121.0473479
Taguig,Fort Bonifacio Bayani Road,"Ground Floor Col Efren R Zaide (PAFCPIC) Bldg. No. 11, Bayani Road, Brgy. Western Bicutan, Taguig City",14.5297997,121.0412309
Taguig,FTI Taguig,"Old FTI Admin Bldg, Lot 55 FTI Avenue , FTI Complex, East Service Road, Brgy. Western Bicutan, Taguig City",14.5062836,121.035665
Taguig,Fort Mckinley Hill,"Units K and L, G/F One World Square Bldg., McKinley Hills, Upper McKinley Road, McKinley Town Center, Brgy. Fort Bonifacio, Taguig",14.5349911,121.0480425
Taguig,Diego Silang - Petron C5,"G/F Petron C5 Rd. Diego Silang Complex, Brgy. Ususan Taguig City 1634",14.5220342,121.0359564
